codigo;nome
30004012;Instituto Federal de Educação Ciência e Tecnologia do Espírito Santo (IFES)
21015007;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)
20003013;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO - MONTE CASTELO (IFMA - MC)
15008010;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ (IFPA)
21003017;INSTITUTO FEDERAL DE EDUCAÇÃO CIENCIA E TECNOLOGIA DO PIAUÍ (IFPI)
31050018;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO (IFRJ)
23005017;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE (IFRN)
42044014;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL (IFRS)
25014013;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO (IF SERTÃO-PE)
32044011;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS (IFSUDESTEMG)
32082010;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS (IFSULDEMINAS)
16005015;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO TOCANTINS (IFTO)
52010015;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA GOIANO (IFGoiano)
21003025;INSTITUTO FEDERAL DO PIAUI - CAMPUS FLORIANO - POLO PROFMAT (IFPI-FLORIANO)
31007015;INSTITUTO MILITAR DE ENGENHARIA (IME)
31068014;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL (INPI)
31061010;INSTITUTO NACIONAL DE CÂNCER JOSÉ ALENCAR GOMES DA SILVA (INCA)
31073018;INSTITUTO NACIONAL DE CARDIOLOGIA (INC)
31047017;INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS (INES)
31069010;INSTITUTO NACIONAL DE METROLOGIA NORMALIZAÇÃO E QUALIDADE INDUSTRIAL (INMETRO)
12002011;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA (INPA)
33010013;INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS (INPE)
32057016;INSTITUTO NACIONAL DE TELECOMUNICAÇÕES (INATEL)
31099017;INSTITUTO NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA (INTO)
53016017;INSTITUTO RIO BRANCO (IRBr)
33160015;INSTITUTO SÍRIO-LIBANÊS DE ENSINO E PESQUISA (IEP)
40077012;INSTITUTO SUPERIOR DE ADMINISTRAÇÃO E ECONOMIA DO MERCOSUL (ISAE)
33011010;INSTITUTO TECNOLÓGICO DE AERONÁUTICA (ITA)
31012019;INSTITUTO UNIVERSITÁRIO DE PESQUISA DO RIO DE JANEIRO (IUPERJ)
11009004;LABORATORIO CENTRAL DE SAÚDE PUBLICA DE RONDONIA (LACEN/RO)
31036015;LABORATÓRIO NACIONAL DE COMPUTAÇÃO CIÊNTÍFICA (LNCC)
31055010;MUSEU DE ASTRONOMIA E CIÊNCIAS AFINS (MAST)
15027007;MUSEU PARAENSE EMÍLIO GOELDI (MPEG)
31013015;OBSERVATÓRIO NACIONAL (ON)
33006016;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS (PUCCAMP)
52002012;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS (PUC-GOIÁS)
32008015;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS (PUC/MG)
33005010;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUC/SP)
40003019;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ (PUC/PR)
31005012;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO (PUC-RIO)
42005019;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL (PUC/RS)
43051006;SECRETARIA DO MEIO AMBIENTE E INFRAESTRUTURA (SEMA)
33287015;SOCIEDADE BRASILEIRA DE BIOQUÍMICA E BIOLOGIA MOLECULAR (SBBq)
33283010;SOCIEDADE BRASILEIRA DE FÍSICA (SBF)
33147019;SOCIEDADE BRASILEIRA DE FISIOLOGIA (SBFis)
31024017;SOCIEDADE BRASILEIRA DE INSTRUÇÃO (SBI)
31075010;SOCIEDADE BRASILEIRA DE MATEMÁTICA (SBM)
53008014;UNIÃO PIONEIRA DE INTEGRAÇÃO SOCIAL (UPIS)
42024013;UNIV. REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL (UNIJUÍ)
32017014;UNIVERSIDADE DE ITAÚNA (UI)
42070007;Universidade Alto Vale do Rio do Peixe (UNIARP)
51003015;UNIVERSIDADE ANHANGUERA (UNIDERP)
33107017;UNIVERSIDADE ANHANGUERA DE SÃO PAULO (UNIAN-SP)
33106010;UNIVERSIDADE ANHEMBI MORUMBI (UAM)
33056013;UNIVERSIDADE BRASIL (UNIVBRASIL)
33130019;UNIVERSIDADE BRAZ CUBAS (UBC)
31032010;UNIVERSIDADE CÂNDIDO MENDES (UCAM)
31026010;UNIVERSIDADE CASTELO BRANCO (UCB/RJ)
53003012;Universidade Católica de Brasília (UCB)
42006015;UNIVERSIDADE CATÓLICA DE PELOTAS (UCPEL)
25002015;UNIVERSIDADE CATÓLICA DE PERNAMBUCO (UNICAP)
31019013;UNIVERSIDADE CATOLICA DE PETROPOLIS (UCP/RJ)
33020019;UNIVERSIDADE CATÓLICA DE SANTOS (UNISANTOS)
28003012;UNIVERSIDADE CATÓLICA DO SALVADOR (UCSAL)
51002019;UNIVERSIDADE CATÓLICA DOM BOSCO (UCDB)
20009011;UNIVERSIDADE CEUMA (UNICEUMA)
33052018;UNIVERSIDADE CIDADE DE SÃO PAULO (UNICID)
41016017;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ (UNOCHAPECÓ)
33078017;UNIVERSIDADE CRUZEIRO DO SUL (UNICSUL)
15004015;UNIVERSIDADE DA AMAZÔNIA (UNAMA)
31096018;UNIVERSIDADE DA FORCA AEREA (UNIFA)
22011013;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB)
22011021;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA - REDENÇÃO (UNILAB - REDENÇÃO)
41004019;UNIVERSIDADE DA REGIÃO DE JOINVILLE (UNIVILLE)
33082014;UNIVERSIDADE DE ARARAQUARA (UNIARA)
53001010;UNIVERSIDADE DE BRASÍLIA (UNB)
42008018;UNIVERSIDADE DE CAXIAS DO SUL (UCS)
42037018;UNIVERSIDADE DE CRUZ ALTA (UNICRUZ)
50008013;UNIVERSIDADE DE CUIABÁ (UNIC)
22002014;UNIVERSIDADE DE FORTALEZA (UNIFOR)
33093016;UNIVERSIDADE DE FRANCA (UNIFRAN)
33034010;UNIVERSIDADE DE MARÍLIA (UNIMAR)
33008019;UNIVERSIDADE DE MOGI DAS CRUZES (UMC)
25004018;UNIVERSIDADE DE PERNAMBUCO (UPE)
33032017;UNIVERSIDADE DE RIBEIRÃO PRETO (UNAERP)
52004015;UNIVERSIDADE DE RIO VERDE (FESURV)
42020018;UNIVERSIDADE DE SANTA CRUZ DO SUL (UNISC)
33076014;UNIVERSIDADE DE SANTO AMARO (UNISA)
33002010;UNIVERSIDADE DE SÃO PAULO (USP)
33002029;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ) (USP/RP)
33002045;UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS ) (USP/SC)
33002118;UNIVERSIDADE DE SÃO PAULO USP EACH (USP/EACH)
33065012;UNIVERSIDADE DE SOROCABA (UNISO)
33021015;UNIVERSIDADE DE TAUBATÉ (UNITAU)
32036019;UNIVERSIDADE DE UBERABA (UNIUBE)
31027016;UNIVERSIDADE DE VASSOURAS (USS)
41009010;UNIVERSIDADE DO CONTESTADO (UNC)
28005015;UNIVERSIDADE DO ESTADO DA BAHIA (UNEB)
50002015;UNIVERSIDADE DO ESTADO DE MATO GROSSO (UNEMAT)
32025017;UNIVERSIDADE DO ESTADO DE MINAS GERAIS (UEMG)
41002016;UNIVERSIDADE DO ESTADO DE SANTA CATARINA (UDESC)
14003015;UNIVERSIDADE DO ESTADO DO AMAPÁ (UEAP)
12008010;UNIVERSIDADE DO ESTADO DO AMAZONAS (UEA)
50002031;UNIVERSIDADE DO ESTADO DO MATO GROSSO - CAMPUS BARRA DO BUGRES (UNEMAT- BARRA BUGRES)
50002023;UNIVERSIDADE DO ESTADO DO MATO GROSSO - CAMPUS SINOP (UNEMAT-SINOP)
15006018;UNIVERSIDADE DO ESTADO DO PARÁ (UEPA)
31004016;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ)
23002018;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE (UERN)
41015010;UNIVERSIDADE DO EXTREMO SUL CATARINENSE (UNESC)
31035019;UNIVERSIDADE DO GRANDE RIO - PROF JOSE DE SOUZA HERDY (UNIGRANRIO)
41007018;Universidade do Oeste de Santa Catarina (UNOESC)
33054010;UNIVERSIDADE DO OESTE PAULISTA (UNOESTE)
41019016;UNIVERSIDADE DO PLANALTO CATARINENSE (UNIPLAC/SC)
33067015;UNIVERSIDADE DO SAGRADO CORAÇÃO (USC)
41008014;UNIVERSIDADE DO SUL DE SANTA CATARINA (UNISUL)
41005015;UNIVERSIDADE DO VALE DO ITAJAÍ (UNIVALI)
33051011;UNIVERSIDADE DO VALE DO PARAÍBA (UNIVAP)
42007011;UNIVERSIDADE DO VALE DO RIO DOS SINOS (UNISINOS)
32073011;UNIVERSIDADE DO VALE DO SAPUCAI (UNIVAS)
31018017;UNIVERSIDADE ESTÁCIO DE SÁ (UNESA)
24004014;UNIVERSIDADE ESTADUAL DA PARAIBA (UEPB)
21018006;UNIVERSIDADE ESTADUAL DA REGIAO TOCANTINA DO MARANHAO (UEMASUL)
26005018;UNIVERSIDADE ESTADUAL DE ALAGOAS (UNEAL)
33003017;UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP)
33003025;UNIVERSIDADE ESTADUAL DE CAMPINAS ( LIMEIRA ) (UNICAMP/LI)
33003033;UNIVERSIDADE ESTADUAL DE CAMPINAS ( PIRACICABA ) (UNICAMP/PI)
26004011;UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS (UNCISAL)
28002016;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA (UEFS)
52012018;UNIVERSIDADE ESTADUAL DE GOIÁS (UEG)
40002012;UNIVERSIDADE ESTADUAL DE LONDRINA (UEL)
40004015;UNIVERSIDADE ESTADUAL DE MARINGÁ (UEM)
51004011;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL (UEMS)
51004020;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL "DOURADOS" (UEMS/DOURADOS)
32014015;UNIVERSIDADE ESTADUAL DE MONTES CLAROS (UNIMONTES)
40005011;UNIVERSIDADE ESTADUAL DE PONTA GROSSA (UEPG)
13003011;UNIVERSIDADE ESTADUAL DE RORAIMA (UERR)
28007018;UNIVERSIDADE ESTADUAL DE SANTA CRUZ (UESC)
22003010;UNIVERSIDADE ESTADUAL DO CEARÁ (UECE)
40014010;UNIVERSIDADE ESTADUAL DO CENTRO-OESTE (UNICENTRO)
20002017;UNIVERSIDADE ESTADUAL DO MARANHÃO (UEMA)
40031012;UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ (UENP)
31033016;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO (UENF)
40015017;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA (UNIOESTE)
40076016;UNIVERSIDADE ESTADUAL DO PARANÁ - REITORIA (UNESPAR-REITORIA)
42045010;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL (UERGS)
28006011;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA (UESB)
16001010;UNIVERSIDADE ESTADUAL DO TOCANTINS (UNITINS)
35017007;UNIVERSIDADE ESTADUAL JULIO DE MESQUITA FILHO ( SÃO JOÃO DA BOA VISTA ) (UNESP-SJBV)
33004021;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARAÇATUBA ) (UNESP-ARAÇ)
33004030;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA ) (UNESP-ARAR)
33004048;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ASSIS ) (UNESP-ASSIS)
33004056;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU ) (UNESP-BAURU)
33004064;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU ) (UNESP-BOT)
33004072;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( FRANCA ) (UNESP-FR)
33004080;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( GUARATINGUETÁ ) (UNESP-GUAR)
33004099;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA ) (UNESP-IS)
33015015;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( INSTITUTO DE FÍSICA TEÓRICA ) (UNESP-IFT)
33004102;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL ) (UNESP-JAB)
33004110;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA ) (UNESP-MAR)
33004129;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( PRESIDENTE PRUDENTE ) (UNESP-PP)
33004137;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( RIO CLARO ) (UNESP-RC)
33004153;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO ) (UNESP-SJRP)
33004145;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DOS CAMPOS ) (UNESP-SJC)
33004161;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO VICENTE ) (UNESP-SV)
33004170;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SOROCABA ) (UNESP-SOR)
33004188;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( TUPÃ ) (UNESP-TUPÃ)
33004013;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE) (UNESP-REITORIA)
22004017;UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA-CE)
28001010;UNIVERSIDADE FEDERAL DA BAHIA (UFBA)
41020014;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL (UFFS)
51005018;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS (UFGD)
40043010;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA (UNILA)
24013013;UNIVERSIDADE FEDERAL DA PARAIBA (UFPB)
24001031;UNIVERSIDADE FEDERAL DA PARAÍBA ( AREIA ) (UFPB/AREIA)
24001015;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ) (UFPB-JP)
24001040;UNIVERSIDADE FEDERAL DA PARAÍBA ( RIO TINTO ) (UFPB-RT)
26001012;UNIVERSIDADE FEDERAL DE ALAGOAS (UFAL)
32011016;UNIVERSIDADE FEDERAL DE ALFENAS (UNIFAL)
24009016;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)
52001016;UNIVERSIDADE FEDERAL DE GOIÁS (UFG)
32003013;UNIVERSIDADE FEDERAL DE ITAJUBÁ (UNIFEI)
32005016;UNIVERSIDADE FEDERAL DE JUIZ DE FORA (UFJF)
31142001;UNIVERSIDADE FEDERAL DE JUIZ DE FORA - GOVERNADOR VALADARES (UFJF-GV)
32004010;UNIVERSIDADE FEDERAL DE LAVRAS (UFLA)
50001019;UNIVERSIDADE FEDERAL DE MATO GROSSO (UFMT)
50001027;UNIVERSIDADE FEDERAL DE MATO GROSSO - CAMPUS ARAGUAIA (UFMT-ARAGUAIA)
50001035;UNIVERSIDADE FEDERAL DE MATO GROSSO - CAMPUS RONDONÓPOLIS (UFMT - RONDONÓPOLIS)
32001010;UNIVERSIDADE FEDERAL DE MINAS GERAIS (UFMG)
32007019;UNIVERSIDADE FEDERAL DE OURO PRETO (UFOP)
42003016;UNIVERSIDADE FEDERAL DE PELOTAS (UFPEL)
25001019;UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE)
10001018;UNIVERSIDADE FEDERAL DE RONDÔNIA (UNIR)
41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA (UFSC)
41001036;UNIVERSIDADE FEDERAL DE SANTA CATARINA - ARARANGUÁ (UFSC - ARARANGUA)
41001028;UNIVERSIDADE FEDERAL DE SANTA CATARINA - BLUMENAU (UFSC - BLUMENAU)
42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM)
33001014;UNIVERSIDADE FEDERAL DE SÃO CARLOS (UFSCAR)
32018010;Universidade Federal de São João del-Rei (UFSJ)
33009015;UNIVERSIDADE FEDERAL DE SÃO PAULO (UNIFESP)
33009023;UNIVERSIDADE FEDERAL DE SÃO PAULO - DIADEMA (UNIFESP - DIADEMA)
32006012;UNIVERSIDADE FEDERAL DE UBERLÂNDIA (UFU)
32002017;UNIVERSIDADE FEDERAL DE VIÇOSA (UFV)
33144010;UNIVERSIDADE FEDERAL DO ABC (UFABC)
11001011;UNIVERSIDADE FEDERAL DO ACRE (UFAC)
14001012;UNIVERSIDADE FEDERAL DO AMAPÁ (UNIFAP)
12001015;Universidade Federal do Amazonas (UFAM)
22033017;UNIVERSIDADE FEDERAL DO CARIRI (UFCA)
22001018;UNIVERSIDADE FEDERAL DO CEARÁ (UFC)
30001013;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO (UFES)
31021018;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO (UNIRIO)
20001010;UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA)
51001020;UNIVERSIDADE FEDERAL DO MATO GROSSO DO SUL - CAMPUS TRÊS LAGOAS (UFMS-TRÊS LAGOAS)
28049012;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA (UFOB)
15010015;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ (UFOPA)
15001016;UNIVERSIDADE FEDERAL DO PARÁ (UFPA)
15001067;UNIVERSIDADE FEDERAL DO PARÁ - ABAETETUBA (UFPA - ABAETETUBA)
15001040;UNIVERSIDADE FEDERAL DO PARÁ - BRAGANÇA (UFPA - BRAGANÇA)
15001059;UNIVERSIDADE FEDERAL DO PARÁ - CASTANHAL (UFPA - CASTANHAL)
40001016;UNIVERSIDADE FEDERAL DO PARANÁ (UFPR)
28022017;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA (UFRB)
31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO (UFRJ)
42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE (FURG)
23001011;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE (UFRN)
42001013;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL (UFRGS)
42001021;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - LITORAL (UFRGS-LITORAL)
29007003;UNIVERSIDADE FEDERAL DO SUL DA BAHIA (UFESBA)
15025012;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ (UNIFESSPA)
16003012;UNIVERSIDADE FEDERAL DO TOCANTINS (UFT)
32012012;Universidade Federal do Triângulo Mineiro (UFTM)
25020013;UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO (UNIVASF)
32010010;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI (UFVJM)
31003010;UNIVERSIDADE FEDERAL FLUMINENSE (UFF)
15002012;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA (UFRA)
25003011;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO (UFRPE)
31002013;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO (UFRRJ)
33309000;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO ( NOVA IGUAÇU ) (UFRRJ/NI)
23003014;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO (UFERSA)
42041015;UNIVERSIDADE FEEVALE (FEEVALE)
42039010;UNIVERSIDADE FRANCISCANA (UFN)
32053010;UNIVERSIDADE FUMEC (FUMEC)
31006019;UNIVERSIDADE GAMA FILHO (UGF)
33057010;UNIVERSIDADE IBIRAPUERA (UNIB)
31042015;UNIVERSIDADE IGUAÇU (UNIG)
32016018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO (UNIFENAS)
42021014;UNIVERSIDADE LA SALLE (UNILASALLE)
42019010;UNIVERSIDADE LUTERANA DO BRASIL (ULBRA)
33007012;UNIVERSIDADE METODISTA DE PIRACICABA (UNIMEP)
33017018;UNIVERSIDADE METODISTA DE SÃO PAULO (UMESP)
33103011;UNIVERSIDADE METROPOLITANA DE SANTOS (UNIMES)
33110018;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL (USCS)
12006017;UNIVERSIDADE NILTON LINS (UNINILTON)
40024016;UNIVERSIDADE NORTE DO PARANÁ (UNOPAR)
33092010;UNIVERSIDADE NOVE DE JULHO (UNINOVE)
40028011;UNIVERSIDADE PARANAENSE (UNIPAR)
33063010;UNIVERSIDADE PAULISTA (UNIP)
40022013;UNIVERSIDADE POSITIVO (UP)
23004010;Universidade Potiguar (UNP)
33024014;UNIVERSIDADE PRESBITERIANA MACKENZIE (UPM)
32080018;UNIVERSIDADE PRESIDENTE ANTONIO CARLOS (UNIPAC)
41006011;UNIVERSIDADE REGIONAL DE BLUMENAU (FURB)
22005013;UNIVERSIDADE REGIONAL DO CARIRI (URCA)
22005021;UNIVERSIDADE REGIONAL DO CARIRI - JUAZEIRO DO NORTE (URCA - JUAZ NORTE)
42010012;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES (URI)
31025013;UNIVERSIDADE SALGADO DE OLIVEIRA (UNIVERSO)
28013018;UNIVERSIDADE SALVADOR (UNIFACS)
33087016;UNIVERSIDADE SANTA CECÍLIA (UNISANTA)
31017010;UNIVERSIDADE SANTA ÚRSULA (USU)
33050015;UNIVERSIDADE SÃO FRANCISCO (USF)
33072019;UNIVERSIDADE SÃO JUDAS TADEU (USJT)
33049017;UNIVERSIDADE SÃO MARCOS (USM)
40006018;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ (UTFPR)
40006050;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ (CORNÉLIO PROCÓPIO) (UTFPR-CP)
40006026;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ (MEDIANEIRA) (UTFPR-MD)
40006042;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ (PATO BRANCO) (UTFPR-PB)
40006034;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ (TOLEDO) (UTFPR - TOLEDO)
27002012;UNIVERSIDADE TIRADENTES (UNIT-SE)
40020010;UNIVERSIDADE TUIUTI DO PARANÁ (UTP)
33117012;UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS (UNIVERITAS UNG)
32009011;UNIVERSIDADE VALE DO RIO DOCE (UNIVALE)
32021011;UNIVERSIDADE VALE DO RIO VERDE (UNINCOR)
31030017;UNIVERSIDADE VEIGA DE ALMEIDA (UVA)
30011019;UNIVERSIDADE VILA VELHA (UVV)
33002061;USP ( CENTRO DE ENERGIA NUCLEAR NA AGRICULTURA ) (USP/CENA)
33002037;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ) (USP/ESALQ)
33002053;USP ( FACULDADE DE ODONTOLOGIA DE BAURU ) (USP/FOB)
